Wavelength,B30R150,Energy B30R150,B30R150FR30,Energy B30R150FR30,R180FR30,Energy R180FR30,B90R90,Energy B90R90,B90R90FR30,Energy B90R90FR30,B180FR30,Energy B180FR30,B90R90 (2),Energy B90R90 (2),B90R90FR30 (2),Energy B90R90FR30 (2),B90R90FR75,Energy B90R90FR75,B180R180,Energy B180R180,B180R180FR30,Energy B180R180FR30,B180R180FR75,Energy B180R180FR75,B60R120,Energy B60R120,B40G20R120,Energy B40G20R120,B20G40R120,Energy B20G40R120,G60R120,Energy G60R120,B40R120FR20,Energy B40R120FR20,B20R120FR40,Energy B20R120FR40,R120FR60,Energy R120FR60,B20G20R120FR20,Energy B20G20R120FR20,Warm white,Energy Warm white,Equalized white,Energy Equalized white,R180,Energy R180,G60R120 (2),Energy G60R120 (2),B20R160,Energy B20R160,B20G60R100,Energy B20G60R100,B60R120 (2),Energy B60R120 (2),B60G60R60,Energy B60G60R60,B100R80,Energy B100R80,B100G60R20,Energy B100G60R20,EQW180,Energy EQW180,EQW100B10R70,Energy EQW100B10R70,EQW100B50R30,Energy EQW100B50R30,WW180,Energy WW180,Greenhouse Wavelength,Greenhouse,Energy Greenhouse
413,0.0175521,0.005087533,0.0179104,0.005191387,0.000729652,0.000211492,0.0444642,0.012888092,0.0458683,0.013295075,0.0918004,0.026608642,0.045774857,0.01326799,0.047030286,0.01363188,0.096982714,0.028110752,0.092293857,0.026751672,0.045758714,0.013263311,0.093105,0.026986784,0.018270857,0.005295867,0.013209286,0.003828754,0.009617457,0.002787651,0.002414371,0.000699813,0.026385143,0.007647819,0.012324357,0.003572255,0.002045056,0.000592766,0.009106043,0.002639416,0.011082571,0.003212319,0.039133571,0.011342992,0.000252887,8.34E-05,0.003469129,0.001144042,0.002078286,0.000685373,0.001868144,0.000616073,0.0022257,0.000733987,0.003725014,0.001228427,0.004108071,0.001354751,0.003168643,0.001044948,0.002602614,0.000858285,0.001175201,0.000387555,0.002636014,0.000869299,0.001323043,0.00043631,323.49,0.142558558,0.052752843
414,0.0190319,0.005503133,0.0206269,0.005964332,0.000814189,0.000235425,0.0512424,0.014816899,0.0532987,0.015411484,0.106425,0.030773118,0.052240143,0.015105399,0.052603286,0.015210403,0.112485714,0.032525592,0.107044286,0.030952187,0.053947429,0.015599066,0.108301429,0.031315693,0.020767714,0.006005049,0.013702714,0.003962182,0.010799071,0.003122585,0.002211214,0.000639379,0.028692286,0.008296463,0.011534786,0.003335319,0.001364289,0.000394488,0.009218971,0.002665694,0.0121172,0.003503726,0.044950429,0.012997556,0.000193979,6.38E-05,0.002874857,0.00094546,0.001643547,0.000540517,0.002185479,0.000718743,0.003114043,0.001024121,0.004495886,0.001478571,0.003685014,0.001211898,0.004090529,0.00134526,0.002590714,0.000852013,0.001022443,0.000336253,0.002261243,0.000743659,0.001114199,0.000366429,323.76,0.146035606,0.053994435
415,0.0217591,0.00627655,0.0234956,0.006777455,0.00315591,0.000910342,0.0603088,0.017396456,0.0632051,0.018231912,0.124301,0.035855412,0.061142429,0.017636921,0.061167571,0.017644174,0.130005714,0.037500973,0.123634286,0.035663094,0.062786857,0.018111267,0.125441429,0.036184375,0.027084857,0.007812799,0.018884714,0.005447416,0.014894714,0.004296475,0.005171991,0.001491894,0.032793,0.009459349,0.012043271,0.003473958,0.000389504,0.000112355,0.008368314,0.002413893,0.012775229,0.003685096,0.050506,0.014568776,0,0,0.002420343,0.000793802,0.000707096,0.000231907,0.001868273,0.000612739,0.002959043,0.00097048,0.004042871,0.001325944,0.0024886,0.000816188,0.005374114,0.001762553,0.002632971,0.000863538,0.001231613,0.000403933,0.0021234,0.000696413,0.001042636,0.000341954,324.03,0.149768171,0.055328353
416,0.0249886,0.007190793,0.0263793,0.007590985,0.00282276,0.000812286,0.0699236,0.02012142,0.073336,0.021103383,0.142561,0.041023772,0.070619429,0.020321654,0.070825429,0.020380933,0.149221429,0.042940396,0.141037143,0.040585262,0.070814429,0.020377768,0.144265714,0.041514326,0.030994714,0.00891913,0.020508429,0.005901566,0.016347571,0.004704225,0.004287643,0.001233825,0.040023857,0.011517383,0.015994043,0.004602493,0.000605097,0.000174125,0.009777086,0.002813483,0.014152,0.004072421,0.057154143,0.016446844,0,0,0.00134826,0.000440982,0.001056381,0.000345515,0.001499547,0.000490464,0.0024504,0.000801464,0.003423643,0.001119787,0.002975629,0.000973253,0.005355029,0.001751495,0.002505386,0.000819449,0.001827314,0.000597668,0.002413586,0.000789423,0.001429027,0.000467399,324.3,0.156013114,0.057587416
417,0.0275474,0.007908111,0.0314037,0.00901515,0.001677197,0.000481478,0.0805107,0.023112437,0.0841693,0.024162721,0.169952,0.048788606,0.083157571,0.023872282,0.083461,0.023959388,0.174451429,0.05008027,0.164904286,0.047339544,0.084763714,0.024333362,0.167727143,0.04814991,0.034529857,0.009912585,0.022784714,0.006540873,0.017611586,0.005055808,0.003432357,0.000985337,0.047832571,0.013731433,0.019271286,0.005532263,0.000762599,0.000218921,0.011028514,0.003165987,0.015743429,0.004519511,0.064640857,0.018556636,0,0,0.002294187,0.000748326,0.001008296,0.00032889,0.001335527,0.000435627,0.002196543,0.000716476,0.003926057,0.001280615,0.003690043,0.001203631,0.006018357,0.001963089,0.002504757,0.000817011,0.002178,0.000710428,0.002337071,0.000762314,0.001703757,0.000555738,324.57,0.161527475,0.059573274
418,0.03151,0.009024025,0.0360696,0.010329831,0.001053186,0.000301618,0.0946829,0.027115865,0.0981173,0.028099429,0.196522,0.056281165,0.097864,0.028026887,0.097497429,0.027921906,0.208305714,0.059655857,0.199078571,0.057013332,0.100179429,0.028689994,0.201125714,0.057599605,0.040125857,0.011491487,0.028202143,0.008076701,0.021042571,0.0060263,0.003942829,0.001129171,0.059381571,0.017006055,0.025204571,0.007218238,0.002831157,0.000810804,0.014038514,0.004020435,0.017575429,0.005033358,0.073194857,0.020961988,0,0,0.002864757,0.000931898,0.001569564,0.000510575,0.001960564,0.000637766,0.0031764,0.001033274,0.003695686,0.001202196,0.004380871,0.001425085,0.005653529,0.001839077,0.003022571,0.000983234,0.002745586,0.000893131,0.002437386,0.000792875,0.001367207,0.000444749,324.85,0.168390147,0.06205078
419,0.038188,0.01091041,0.0418043,0.011943596,0.001228987,0.000351125,0.111122,0.031747842,0.115254,0.032928365,0.231785,0.066221573,0.11383,0.032521525,0.11351,0.0324301,0.241297143,0.068939216,0.229114286,0.065458543,0.118248571,0.033783922,0.232454286,0.066412789,0.048105429,0.013743845,0.034360143,0.009816781,0.026255571,0.007501285,0.005528829,0.001579601,0.072239286,0.02063895,0.029606,0.008458511,0.003396657,0.000970434,0.016554286,0.004729602,0.020784143,0.005938083,0.082074857,0.023448999,0,0,0.003184499,0.001033101,0.001140103,0.000369867,0.002119134,0.00068748,0.003225529,0.001046412,0.004095914,0.001328779,0.004636614,0.00150419,0.005482143,0.001778493,0.003152143,0.001022605,0.0019097,0.000619537,0.002691957,0.000873313,0.00119146,0.000386528,325.12,0.175089133,0.064465736
420,0.0456227,0.013003489,0.0498769,0.014216031,0.001535105,0.000437539,0.129323,0.036859944,0.135287,0.038559817,0.272003,0.077526931,0.133482857,0.038045596,0.134677143,0.038385994,0.283507143,0.080805868,0.2686,0.076557,0.138538571,0.039486587,0.271388571,0.077351805,0.055649286,0.015861289,0.039669429,0.011306673,0.030207571,0.008609833,0.004538457,0.001293562,0.086391286,0.024623446,0.034984,0.009971221,0.003828571,0.001091228,0.020048143,0.005714169,0.024089143,0.006865944,0.091329,0.026030805,0,0,0.002327064,0.000752896,0.00167463,0.000541808,0.002832337,0.000916371,0.003817886,0.001235234,0.003927971,0.001270851,0.005750729,0.001860584,0.005593686,0.001809775,0.002683343,0.000868166,0.001743086,0.000563956,0.003276114,0.00105995,0.001406987,0.000455215,325.39,0.182616631,0.067181479
421,0.0519738,0.014778507,0.0596524,0.016961881,0.001085908,0.000308773,0.153822,0.043738566,0.160944,0.045763674,0.318376,0.090528727,0.156102857,0.044387117,0.157397143,0.044755142,0.334994286,0.095254059,0.317638571,0.090319042,0.162671429,0.04625486,0.320582857,0.091156236,0.065337,0.01857827,0.046998143,0.013363702,0.034523571,0.009816616,0.004324057,0.001229525,0.100820286,0.028667777,0.038790857,0.011029999,0.002354686,0.000669544,0.021746714,0.006183577,0.027513,0.007823193,0.102257857,0.029076544,0,0,0.002166923,0.000699194,0.002227863,0.000718857,0.002538457,0.000819076,0.003433971,0.001108029,0.004220843,0.001361926,0.005456943,0.001760774,0.006128286,0.001977394,0.002323657,0.000749767,0.001645486,0.000530944,0.003336143,0.001076463,0.001609886,0.000519457,325.67,0.190988414,0.070200904
422,0.0599988,0.017019951,0.0674804,0.019142268,0.00024012,6.81E-05,0.180876,0.05130937,0.189472,0.05374781,0.378426,0.107348679,0.185412857,0.052596347,0.186474286,0.052897444,0.39502,0.112055924,0.375041429,0.106388572,0.192134286,0.054503025,0.379101429,0.107540278,0.078578143,0.022290381,0.055127,0.01563796,0.041041429,0.011642284,0.005346457,0.001516638,0.116279857,0.032985284,0.041778857,0.011851472,0.000367233,0.000104174,0.022068429,0.006260185,0.030688,0.008705312,0.114226429,0.032402785,0,0,0.002724143,0.000876628,0.002358443,0.000758946,0.003370971,0.001084777,0.004630814,0.001490193,0.004465486,0.001436991,0.004197657,0.001350804,0.005772771,0.001857674,0.002666629,0.00085812,0.001627386,0.000523692,0.003636814,0.001170325,0.001886271,0.000607001,325.94,0.196207133,0.072059388
423,0.0711141,0.020125354,0.0788455,0.022313348,0.001009591,0.000285715,0.213813,0.060509272,0.224076,0.06341371,0.445934,0.126199724,0.219022857,0.061983666,0.22008,0.062282838,0.467327143,0.132254003,0.443727143,0.125575182,0.22808,0.064546846,0.447008571,0.126503829,0.093393429,0.026430424,0.063884714,0.018079432,0.048286143,0.013665022,0.005649386,0.001598781,0.138775714,0.039273652,0.049807571,0.014095588,1.61E-06,4.55E-07,0.025053571,0.007090183,0.034183143,0.00967386,0.127015286,0.03594544,1.24E-06,3.98E-07,0.003245557,0.001041618,0.002713343,0.000870811,0.003811543,0.001223264,0.005553143,0.001782207,0.0032519,0.001043654,0.004736357,0.001520071,0.005321571,0.001707887,0.002799729,0.000898536,0.002107586,0.000676402,0.003620914,0.001162084,0.001543243,0.000495283,326.22,0.201244636,0.073846032
424,0.0853559,0.024098825,0.094219,0.026601175,0.001409355,0.000397908,0.253132,0.07146763,0.264834,0.074771496,0.525843,0.148463067,0.259244286,0.073193333,0.261055714,0.07370476,0.554095714,0.156439753,0.525321429,0.14831581,0.268268571,0.07574119,0.529752857,0.14956695,0.111033143,0.03134837,0.074193429,0.020947286,0.057349429,0.016191662,0.005863929,0.001655583,0.165998571,0.046866949,0.060703571,0.017138649,5.33E-06,1.51E-06,0.030222429,0.008532802,0.038139143,0.010767956,0.140695286,0.039722985,1.60E-06,5.12E-07,0.001800671,0.000576356,0.002170205,0.000694636,0.003831043,0.001226235,0.004630829,0.001482229,0.003110843,0.000995714,0.006023686,0.001928053,0.0048691,0.001558495,0.003005786,0.000962088,0.002473014,0.000791559,0.003455586,0.001106059,0.001405773,0.000449958,326.5,0.203806503,0.074721966
425,0.1019287,0.028710169,0.11303,0.031837062,0.00352345,0.000992447,0.3009,0.084754242,0.314444,0.088569169,0.620257,0.174707251,0.307192857,0.086526746,0.309135714,0.087073989,0.651,0.183366605,0.619465714,0.17448437,0.316428571,0.089128161,0.622908571,0.175454117,0.134077143,0.037765393,0.090157143,0.025394484,0.069657143,0.019620267,0.006818043,0.001920432,0.199422857,0.056171263,0.074251286,0.020914295,0.001743063,0.000490967,0.037810571,0.010650071,0.042379,0.011936856,0.153981429,0.043371815,0.000498977,0.000159286,0.000646565,0.0002064,0.0023163,0.000739421,0.004185857,0.00133623,0.004750157,0.001516369,0.002884443,0.000920786,0.004390429,0.001401535,0.004601229,0.001468827,0.003199486,0.001021356,0.002623757,0.000837569,0.003446929,0.001100346,0.000948446,0.000302768,326.78,0.206082612,0.07549172
426,0.120788,0.033942387,0.132205,0.037150654,0.000750779,0.000210975,0.353662,0.099381829,0.369096,0.103718906,0.732434,0.205819768,0.363327143,0.102097811,0.36495,0.102553847,0.768021429,0.215820118,0.73393,0.206240156,0.373105714,0.104845667,0.736802857,0.207047451,0.156295714,0.043920336,0.105247286,0.029575323,0.080599,0.022648959,0.005932786,0.00166716,0.234814286,0.065984678,0.088082143,0.024751781,0.001251313,0.000351629,0.042976,0.012076597,0.047197286,0.013262812,0.168118571,0.047242653,0.000453314,0.000144324,0.001856371,0.000591024,0.000422933,0.000134652,0.003757914,0.00119643,0.004015314,0.00127838,0.004072243,0.001296504,0.004025943,0.001281764,0.005390729,0.001716279,0.003080257,0.00098068,0.002278941,0.00072556,0.003694729,0.001176313,0.001289943,0.000410687,327.06,0.20528619,0.075135597
427,0.141555,0.039684922,0.156675,0.043923811,0.000980304,0.000274828,0.417496,0.117044937,0.435434,0.122073852,0.863291,0.242023493,0.427252857,0.11978027,0.429404286,0.120383423,0.905518571,0.253861986,0.864751429,0.242432924,0.438897143,0.123044743,0.867044286,0.243075726,0.185378571,0.051970853,0.124185714,0.034815445,0.094901714,0.02660568,0.007016029,0.001966942,0.279735714,0.078423863,0.105659714,0.029621684,0.001401883,0.000393018,0.051459,0.014426522,0.053352143,0.014957265,0.183947143,0.051569552,0.001118956,0.000355304,0.00204885,0.000650574,0.000562439,0.000178592,0.003210614,0.001019471,0.0036897,0.001171596,0.005038529,0.001599892,0.004474071,0.001420659,0.005888957,0.001869929,0.003015457,0.000957503,0.002267457,0.000719989,0.003641857,0.001156404,0.001519586,0.000482516,327.34,0.203638444,0.074468761
428,0.165256,0.046221247,0.182849,0.051141917,0.002207867,0.000617529,0.492491,0.13774718,0.513613,0.143654894,1.015573,0.284050504,0.503097143,0.140713663,0.505574286,0.141406507,1.06036,0.296577195,1.012925714,0.283310072,0.515495714,0.144181479,1.016825714,0.284400881,0.220431429,0.061653528,0.146812857,0.041062795,0.110949571,0.03103202,0.006545671,0.00183079,0.327294286,0.091542515,0.122032571,0.034131878,0.000119332,3.34E-05,0.059034857,0.016511744,0.059809143,0.016728307,0.200075714,0.05596014,0.000283576,8.98E-05,0.003069614,0.000972121,0.000534956,0.000169416,0.002438557,0.00077227,0.003240243,0.001026157,0.005143471,0.001628894,0.004931229,0.001561678,0.006229229,0.001972744,0.003009271,0.000953011,0.002227843,0.000705539,0.003787243,0.001199388,0.001378047,0.000436416,327.62,0.201664589,0.073683912
429,0.193034,0.053864757,0.214221,0.059776838,0.001822792,0.000508637,0.574411,0.160285281,0.59877,0.167082486,1.18456,0.330542995,0.588065714,0.164095531,0.590712857,0.164834197,1.236628571,0.345072357,1.181357143,0.329649261,0.601798571,0.167927587,1.186242857,0.331012584,0.26286,0.073349203,0.175932857,0.049092805,0.131266143,0.036628878,0.008561014,0.00238889,0.385271429,0.107507236,0.145186857,0.040513354,0.000517554,0.00014442,0.071157143,0.019855892,0.067602429,0.018863974,0.217411429,0.060667104,0.000245365,7.75E-05,0.003749686,0.00118436,0.001056381,0.000333664,0.001996671,0.00063066,0.002908386,0.000918631,0.005967686,0.001884929,0.005590143,0.00176568,0.005467571,0.001726965,0.003297614,0.001041571,0.002533471,0.000800212,0.003533686,0.001116135,0.0017398,0.000549526,327.9,0.200664025,0.07325572
430,0.228266,0.063547864,0.247258,0.068835121,0.002335128,0.000650085,0.672494,0.187218234,0.699589,0.194761317,1.38706,0.386149057,0.687544286,0.191408142,0.688954286,0.191800678,1.441185714,0.401217326,1.379871429,0.384147803,0.704012857,0.195992892,1.383542857,0.385169906,0.3104,0.08641347,0.206427143,0.057468059,0.152671286,0.042502756,0.008401386,0.002338895,0.451878571,0.125800242,0.173058571,0.048178452,0.000922696,0.000256873,0.083852857,0.023344125,0.075337857,0.020973601,0.234014286,0.065148152,1.98E-05,6.25E-06,0.002976014,0.000937518,0.001461437,0.000460389,0.001813199,0.000571202,0.003228543,0.001017071,0.005760757,0.001814781,0.006580186,0.002072921,0.006016586,0.001895373,0.003946857,0.001243357,0.001986571,0.000625819,0.003711329,0.00116916,0.001535834,0.000483826,328.18,0.200690863,0.073203008
431,0.26601,0.073883741,0.287251,0.079783386,0.001903472,0.000528686,0.782694,0.217391681,0.813893,0.22605714,1.60989,0.447143703,0.800552857,0.222351943,0.803177143,0.223080833,1.672785714,0.464612861,1.604928571,0.445765676,0.816438571,0.226764168,1.606028571,0.446071199,0.364704286,0.10129588,0.241302857,0.067021382,0.176188571,0.048936021,0.006806857,0.001890591,0.529312857,0.147015579,0.204884286,0.056906197,0.001906263,0.000529461,0.100156857,0.027818365,0.084603,0.023498313,0.252898571,0.070242069,0,0,0.003363729,0.001056876,0.002011094,0.000631882,0.002625971,0.000825075,0.003498329,0.001099167,0.004986471,0.001566739,0.004951514,0.001555755,0.005426514,0.001704999,0.003747814,0.001177555,0.001738186,0.000546134,0.003882486,0.001219869,0.001751529,0.000550327,328.47,0.202241464,0.073703469
432,0.305036,0.084527016,0.332581,0.092159874,0.001608899,0.000445834,0.909189,0.251940863,0.945587,0.262026932,1.86343,0.516365862,0.92964,0.257607938,0.932688571,0.258452713,1.932728571,0.535568846,1.854542857,0.51390319,0.947024286,0.262425212,1.856428571,0.514425731,0.42677,0.118260122,0.281412857,0.077980924,0.206175714,0.057132332,0.007509443,0.002080905,0.615248571,0.170488486,0.238841429,0.066184166,0.001634916,0.000453043,0.117980429,0.032692973,0.094154571,0.026090707,0.270668571,0.075003628,0,0,0.0031946,0.001001109,0.001742158,0.000545949,0.004537929,0.001422075,0.005271057,0.001651819,0.005990357,0.00187723,0.005681343,0.001780393,0.005184743,0.001624771,0.0041288,0.001293864,0.001919743,0.0006016,0.0045427,0.00142357,0.002008714,0.000629482,328.75,0.206496152,0.075189923
433,0.350977,0.097032886,0.383415,0.10600086,0.001642655,0.000454137,1.053201,0.291173303,1.09361,0.302344981,2.15137,0.594778688,1.074285714,0.29700249,1.075228571,0.297263157,2.226585714,0.615573207,2.1399,0.591607633,1.09368,0.302364333,2.140671429,0.591820906,0.497452857,0.137528346,0.329804286,0.09117937,0.241224286,0.066690092,0.008387543,0.002318863,0.717494286,0.198362118,0.278251429,0.076926805,0.002570557,0.000710669,0.137348571,0.037972084,0.104938286,0.029011772,0.287791429,0.079564281,9.60E-05,3.00E-05,0.003682571,0.001151014,0.002850786,0.000891033,0.004485129,0.001401859,0.005559086,0.001737532,0.0054884,0.001715439,0.006300257,0.00196919,0.007359043,0.002300121,0.0043679,0.001365218,0.002183743,0.000682544,0.004613857,0.001442094,0.001858071,0.000580753,329.04,0.21327224,0.077588806
434,0.404455,0.111560041,0.440498,0.121501712,0.001081372,0.000298273,1.21147,0.334157429,1.25729,0.346795871,2.47008,0.681317393,1.236157143,0.340966836,1.237257143,0.341270247,2.552314286,0.703999918,2.456414286,0.677548006,1.255357143,0.346262735,2.453871429,0.676846615,0.580165714,0.160025988,0.38399,0.10591522,0.281032857,0.07751675,0.008842657,0.002439053,0.831885714,0.229457429,0.324367143,0.089469562,0.002668643,0.000736087,0.159517143,0.043999305,0.117119143,0.032304747,0.30373,0.083777259,3.29E-05,1.03E-05,0.003862129,0.001203992,0.00166685,0.000519629,0.004557286,0.001420703,0.005840771,0.001820821,0.004962271,0.001546954,0.005979629,0.001864108,0.0087692,0.002733738,0.004102,0.001278771,0.002188414,0.000682223,0.004801257,0.001496759,0.002051271,0.00063947,329.32,0.218015115,0.079246837
435,0.464413,0.127803662,0.504051,0.138711801,0.002101794,0.000578401,1.38998,0.382514129,1.44036,0.396378401,2.82662,0.777868808,1.4159,0.389647157,1.418685714,0.390413768,2.909871429,0.8007791,2.8041,0.77167144,1.436485714,0.395312221,2.801942857,0.771077807,0.673458571,0.185331745,0.446081429,0.122758924,0.326547143,0.089863808,0.008510329,0.002341991,0.954655714,0.262715506,0.37502,0.103203246,0.001824036,0.000501964,0.183818571,0.050585764,0.13029,0.035855024,0.320887143,0.08830621,0.000447776,0.000139228,0.002552529,0.000793667,0.002150771,0.000668747,0.004204743,0.001307395,0.005342786,0.001661251,0.004893743,0.001521628,0.006286971,0.00195483,0.008088543,0.002514999,0.003502271,0.001088973,0.002457671,0.000764172,0.005091543,0.001583131,0.001959771,0.000609359,329.61,0.220718631,0.080158956
436,0.531876,0.146033365,0.573115,0.15735606,0.001381153,0.000379213,1.5839,0.434880021,1.63699,0.44945656,3.20264,0.87932581,1.6115,0.442457954,1.614142857,0.443183585,3.2955,0.904821712,3.179985714,0.873105786,1.628528571,0.447133367,3.177614286,0.87245468,0.780457143,0.214284499,0.517725714,0.142148222,0.378685714,0.103973011,0.008598071,0.002360711,1.088041429,0.298735703,0.431462857,0.118463651,0.002143377,0.000588492,0.212068571,0.058226141,0.143755714,0.039469972,0.335734286,0.092180146,0.000278823,8.65E-05,0.002291757,0.000710738,0.002217229,0.000687625,0.004008171,0.001243046,0.005558486,0.001723842,0.0047816,0.001482908,0.006042329,0.001873895,0.008381143,0.002599226,0.003546043,0.001099727,0.002177057,0.000675166,0.005384943,0.001670021,0.002132729,0.000661419,329.9,0.222684871,0.080801948
437,0.604935,0.165712574,0.647963,0.177499428,0.001183536,0.000324211,1.79527,0.49178641,1.85236,0.507425331,3.60204,0.986723067,1.8284,0.50086186,1.828871429,0.500991001,3.694371429,1.012015831,3.576014286,0.979593725,1.840014286,0.504043414,3.573514286,0.978908889,0.898067143,0.246011584,0.594734286,0.162918246,0.432488571,0.118473545,0.008695443,0.002381982,1.225061429,0.335586604,0.491407143,0.134613375,0.003045789,0.000834347,0.244821429,0.067065038,0.157857143,0.043242519,0.34828,0.095405912,0.000865461,0.00026771,0.002696214,0.000834011,0.001866353,0.000577313,0.004163614,0.001287917,0.005889971,0.001821925,0.004327486,0.001338606,0.005408429,0.001672971,0.0087405,0.002703669,0.003751329,0.001160386,0.002732829,0.000845336,0.005277471,0.001632462,0.001859386,0.000575157,330.19,0.222378924,0.080620065
438,0.681684,0.186310434,0.732248,0.200130034,0.000998084,0.000272785,2.01227,0.549971682,2.0684,0.565312522,4.06606,1.111291158,2.047657143,0.55964331,2.045271429,0.558991273,4.177557143,1.141764341,4.0276,1.100779691,2.055314286,0.561736077,4.024371429,1.099897293,1.028452857,0.281085514,0.679874286,0.185815822,0.487687143,0.133289329,0.009019543,0.002465123,1.362771429,0.372457819,0.552232857,0.15093026,0.0044148,0.001206605,0.284494286,0.077754874,0.171435714,0.046854939,0.358772857,0.098055883,0.001710314,0.000527682,0.002680386,0.000826978,0.002844671,0.000877665,0.004892557,0.001509497,0.006765971,0.002087501,0.004106271,0.001266905,0.005794786,0.001787861,0.0082872,0.002556844,0.003879614,0.001196975,0.003187671,0.00098349,0.005899386,0.001820134,0.001883086,0.000580987,330.48,0.21928561,0.079428871
439,0.765313,0.208690537,0.819784,0.223544044,0.000261285,7.12E-05,2.25365,0.614539971,2.32323,0.633513499,4.58369,1.249910466,2.296685714,0.62627523,2.290571429,0.624607947,4.682371429,1.276819561,4.545085714,1.239383597,2.304085714,0.628293111,4.533014286,1.236091881,1.168714286,0.318692629,0.774528571,0.211203499,0.544287143,0.148419766,0.008945086,0.002439204,1.491628571,0.406747001,0.610957143,0.166599776,0.005032071,0.001372178,0.328002857,0.089441957,0.184105714,0.050203146,0.365012857,0.099534085,0.000613578,0.00018882,0.003012243,0.000926976,0.003003271,0.000924215,0.004766586,0.001466851,0.006936957,0.002134753,0.005217529,0.001605622,0.005894771,0.001814035,0.008117829,0.00249815,0.003739143,0.00115067,0.003287986,0.001011832,0.006046629,0.001860766,0.002001771,0.000616018,330.77,0.215992986,0.078167635
440,0.853652,0.232250347,0.914295,0.248749293,3.15E-06,8.56E-07,2.53074,0.688530272,2.59452,0.705882691,5.08257,1.382798433,2.576257143,0.700913975,2.5664,0.698232174,5.183542857,1.410269793,5.043314286,1.372118257,2.573457143,0.700152188,5.0241,1.366890689,1.320731429,0.359327142,0.877902857,0.2388482,0.59854,0.162842848,0.006285,0.00170994,1.604771429,0.436604989,0.665115714,0.180955888,0.004372986,0.001189744,0.375362857,0.102123762,0.195794286,0.05326912,0.365381429,0.099408147,0.00029588,9.08E-05,0.003076971,0.000944468,0.0035634,0.001093775,0.005145143,0.001579287,0.007476014,0.002294741,0.005202386,0.001596857,0.005717657,0.001755018,0.009124314,0.002800682,0.0038463,0.001180611,0.002814214,0.000863815,0.005946329,0.001825208,0.0023946,0.000735016,331.06,0.212207353,0.076730346
441,0.944318,0.256334974,1.010922,0.27441462,0.000269,7.30E-05,2.792,0.757887966,2.85533,0.775078884,5.57837,1.514247669,2.8385,0.770510383,2.825742857,0.767047459,5.6775,1.541156492,5.542542857,1.504522396,2.834914286,0.769537042,5.519514286,1.498271294,1.483742857,0.402761768,0.992968571,0.269541164,0.649187143,0.176221749,0.005280371,0.001433356,1.697042857,0.46066202,0.714195714,0.193868316,0.002169201,0.000588829,0.428892857,0.116422899,0.20608,0.055940384,0.360601429,0.097885202,0.000301383,9.23E-05,0.002696343,0.000825518,0.003817257,0.001168699,0.004872771,0.001491858,0.007062529,0.002162279,0.0059572,0.001823869,0.006202757,0.001899049,0.009729471,0.002978795,0.004061086,0.001243351,0.003282071,0.001004846,0.006058914,0.00185501,0.002889814,0.000884752,331.35,0.210225828,0.075947334
442,1.032274,0.279576656,1.10724,0.299880125,0.00123998,0.000335831,3.04122,0.823670961,3.10588,0.841183198,6.04623,1.637534962,3.089114286,0.836642444,3.074628571,0.832719195,6.130628571,1.660393108,6.012457143,1.628388066,3.0832,0.835040644,5.987514286,1.62163265,1.656614286,0.448670297,1.118761429,0.30300054,0.695788571,0.188444388,0.008507714,0.002304193,1.758671429,0.476311015,0.755118571,0.20451307,0.001823114,0.000493764,0.488097143,0.132194134,0.211572857,0.057301484,0.350337143,0.094883807,0.000842117,0.000257167,0.002926743,0.000893772,0.004409886,0.001346696,0.0039997,0.001221433,0.006632486,0.002025436,0.007433857,0.002270159,0.007048214,0.002152391,0.010515114,0.003211117,0.004966229,0.001516592,0.003508943,0.001071565,0.0066861,0.002041808,0.003005029,0.000917679,331.64,0.208606416,0.075296396
443,1.11513,0.301335265,1.19433,0.322737033,0.000644719,0.000174219,3.26594,0.882536472,3.33238,0.900490177,6.44452,1.741466146,3.319514286,0.897013548,3.301485714,0.892141789,6.510485714,1.759291687,6.413357143,1.733045183,3.310314286,0.894527484,6.384128571,1.725146912,1.834057143,0.495606876,1.246815714,0.33691995,0.728832857,0.196948376,0.009677143,0.002615,1.784957143,0.482338861,0.787235714,0.212730249,0.002086966,0.000563949,0.5518,0.149109789,0.214885714,0.05806735,0.337117143,0.091097256,0.002283893,0.000695683,0.002549,0.000776436,0.004010543,0.001221627,0.002939257,0.00089531,0.005901786,0.001797708,0.007699729,0.002345368,0.007239514,0.002205185,0.010830714,0.003299079,0.005365157,0.001634248,0.0034522,0.001051554,0.006909229,0.002104579,0.002838043,0.000864479,331.94,0.207904015,0.074975043
444,1.18433,0.31931399,1.27047,0.342538689,0.002668204,0.00071939,3.45102,0.930449255,3.5152,0.947753192,6.74645,1.818949,3.503485714,0.944594837,3.482428571,0.9389175,6.794985714,1.832034992,6.720942857,1.812071873,3.493728571,0.941964158,6.693,1.80453804,2.004328571,0.540398499,1.369628571,0.369273399,0.746451429,0.201255042,0.007678057,0.002070125,1.772628571,0.477928535,0.806161429,0.217353797,0.003099264,0.00083561,0.619741429,0.167092034,0.214585714,0.057855683,0.318065714,0.085755518,0.002143529,0.00065127,0.003540171,0.001075614,0.003484743,0.001058773,0.003458971,0.001050942,0.006826543,0.002074115,0.008003157,0.002431607,0.008769657,0.002664493,0.010741657,0.003263648,0.0058453,0.001775983,0.003930457,0.001194194,0.006905671,0.002098156,0.002542171,0.00077239,332.23,0.207011096,0.074587872
